obstime,bg_mean,bg_std,bg_total,src_error,src_mean,src_net,src_std,src_total,filename
2015-03-03T04:32:29.444010,2.96297625324e-10,1.58509969039e-10,7.22966220223e-08,2.20209073198e-09,8.83938522378e-09,1.64881600995e-06,1.79143420098e-08,1.70600139882e-06,N2784-7/Q1/N2784-7.Q1.I.150303_0432.C.009575.092205N2208.0060.nh.fits.fz
2015-03-03T05:11:16.525012,2.11134873473e-10,1.37294134395e-10,5.15169098492e-08,1.90735094385e-09,9.13528541702e-09,1.72236104845e-06,2.57346695065e-08,1.76311004907e-06,N2784-7/Q1/N2784-7.Q1.I.150303_0511.C.009590.092205N2208.0060.nh.fits.fz
2015-03-03T05:48:23.477006,2.06260550306e-10,1.57117860389e-10,5.03275749963e-08,2.18275109098e-09,8.96589025245e-09,1.69060854205e-06,2.18884697034e-08,1.73041678408e-06,N2784-7/Q1/N2784-7.Q1.I.150303_0548.C.009605.092205N2208.0060.nh.fits.fz
2015-03-03T06:25:44.325988,2.33164126895e-10,1.67748676061e-10,5.68920484056e-08,2.33043895292e-09,8.91697204963e-09,1.67597499967e-06,2.08424086878e-08,1.72097566065e-06,N2784-7/Q1/N2784-7.Q1.I.150303_0625.C.009620.092205N2208.0060.nh.fits.fz
2015-03-03T22:43:40.381071,-1.05977563964e-12,1.31855646193e-11,-2.58585264312e-10,1.83179707514e-10,-1.68020404447e-12,-1.19742687987e-10,1.36888313185e-11,-3.24279381125e-10,N2784-7/Q1/N2784-7.Q1.I.150303_2243.S.009986.092205N2208.0060.nh.fits.fz
2015-03-03T23:20:45.136077,2.25737560155e-13,1.51672615439e-11,5.50799648946e-11,2.10710324189e-10,-8.77742106428e-13,-2.12971570934e-10,1.41731435616e-11,-1.69404226757e-10,N2784-7/Q1/N2784-7.Q1.I.150303_2320.S.010001.092205N2208.0060.nh.fits.fz
2015-03-03T23:57:37.039075,3.4170562701e-14,1.45972366139e-11,8.3376170551e-12,2.02791283765e-10,-2.1510527734e-13,-4.81102380157e-11,1.36369153816e-11,-4.15153189604e-11,N2784-7/Q1/N2784-7.Q1.I.150303_2357.S.010016.092205N2208.0060.nh.fits.fz
2015-03-04T21:50:53.553189,-1.45124830122e-12,1.03403795942e-11,-3.54104578992e-10,1.43653144935e-10,-6.6720939754e-13,1.51319512476e-10,1.07103119776e-11,-1.28771410202e-10,N2784-7/Q1/N2784-7.Q1.I.150304_2150.S.010241.092204N2208.0060.nh.fits.fz
2015-03-04T22:28:56.584258,-5.49316614331e-13,1.07016279519e-11,-1.34033256716e-10,1.4867176934e-10,-1.61763061713e-12,-2.06184597173e-10,1.08829195655e-11,-3.1220270813e-10,N2784-7/Q1/N2784-7.Q1.I.150304_2228.S.010256.092205N2208.0060.nh.fits.fz
2015-03-04T23:08:36.779204,5.42798838103e-14,1.0582085555e-11,1.32442919479e-11,1.47011028351e-10,-4.84924979945e-13,-1.04066540108e-10,1.03970842352e-11,-9.35905242194e-11,N2784-7/Q1/N2784-7.Q1.I.150304_2308.S.010271.092205N2208.0060.nh.fits.fz
2015-03-04T23:46:53.541187,-8.37418242389e-13,1.09170355048e-11,-2.04330052878e-10,1.51664306114e-10,-4.90748717705e-13,6.69072158788e-11,1.14045361696e-11,-9.47145001318e-11,N2784-7/Q1/N2784-7.Q1.I.150304_2346.S.010286.092205N2208.0060.nh.fits.fz
2015-03-05T00:58:05.370017,2.91921431472e-10,2.163981494e-10,7.12288326099e-08,3.00629898753e-09,8.95404284051e-09,1.67178950505e-06,2.00041476717e-08,1.7281303144e-06,N2784-7/Q1/N2784-7.Q1.I.150305_0058.C.002038.092204N2208.0060.nh.fits.fz
